,nama,rating,jumlah_reviewer,tipe,lat,long,alamat,kelurahan,kecamatan,kota,bayesian_rating
1115,Makop Indonesia,5.0,3,Coffee shop,-5.1613291,119.4209568,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.478662608709263
291,Warkop Meeting,5.0,3,Coffee shop,-5.1232679,119.4366807,"Jalan Korban 40.000 JIWA, Wala-Walaya, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Wala-Walaya,Tallo,Makassar,4.478662608709263
649,Warung kopi Dg. Nyampa,5.0,3,Coffee shop,-5.1395008,119.4087133,"Mix, C3, Jalan Ranggong, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Baru,Ujung Pandang,Makassar,4.478662608709263
623,KOPI SUDUT SEKOLAH,5.0,3,Coffee shop,-5.1465831,119.4166404,"Jalan G. Batu Putih, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90142, Indonesia",Mangkura,Ujung Pandang,Makassar,4.478662608709263
257,Es coklat MOKITO,5.0,3,Coffee shop,-5.1250508,119.4334209,"La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",La'latang,Tallo,Makassar,4.478662608709263
282,OWLY COFFEE,5.0,3,Cafe,-5.1265813,119.4387024,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.478662608709263
1132,left.,5.0,3,Coffee shop,-5.1634635,119.4203304,"Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.478662608709263
244,Kedai History,5.0,3,Coffee shop,-5.1263395,119.4364505,"Rappojawa, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappojawa,Tallo,Makassar,4.478662608709263
1196,Cirkel Coffee,5.0,3,Coffee shop,-5.1536651,119.4776273,"Jalan Inspeksi Pam, Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.478662608709263
207,Kedai Bestie Drink n Coffee Toraja,5.0,3,Coffee shop,-5.1491774,119.4287455,"Green City, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90143, Indonesia",Rappocini,Rappocini,Makassar,4.478662608709263
686,Kedai Kopi Yosda,5.0,3,Coffee shop,-5.1199786,119.4173696,"Jalan Yos Sudarso, Tabaringan, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tabaringan,Ujung Tanah,Makassar,4.478662608709263
268,Kopi KETERGANTUNGAN,5.0,3,Coffee shop,-5.1271744,119.4379505,"Jl. Lorong 1, Tammua, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Tammua,Tallo,Makassar,4.478662608709263
229,Kopi Toraja Asli,5.0,3,Cafe,-5.1292048,119.4385474,"Lembaga Pendidikan Ma'ars, Jalan Adipura 4, Tammua, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Tammua,Tallo,Makassar,4.478662608709263
1137,Anekapisangdaeng Cab.Beruang,5.0,3,Coffee shop,-5.1568605,119.4199836,"Jalan Beruang, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Luar,Mamajang,Makassar,4.478662608709263
298,GELLOKOPI,5.0,3,Coffee shop,-5.167361,119.443591,"TOKO MALINO, Jalan Monumen Emmy Saelan, Perumnas Tamalate, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Tidung,Rappocini,Makassar,4.478662608709263
768,Mycoffee Sentral,5.0,3,Coffee shop,-5.1300123,119.4132775,"Jalan Haji Oemar Said Cokroaminoto, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar,4.478662608709263
671,Kedai Kopi Mappatuju,5.0,3,Coffee shop,-5.1156994,119.4167499,"Kedai Kopi Mappatuju, Jalan Serdako Usman Ali, Tamalabba, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Tamalabba,Ujung Tanah,Makassar,4.478662608709263
814,GPS91 (gejek platimun),5.0,3,Coffee shop,-5.1275631,119.4129,"Jalan Dokter Wahidin Sudirohusodo, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Ende,Wajo,Makassar,4.478662608709263
996,Kedai Kopi StarBox,5.0,3,Coffee shop,-5.1324303,119.4248721,"Jalan Terong, Wajo Baru, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Wajo Baru,Bontoala,Makassar,4.478662608709263
1002,Kopi naqi,5.0,3,Coffee shop,-5.1188656,119.4216945,"Jalan Sibula Dalam, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Layang,Bontoala,Makassar,4.478662608709263
819,WARKOP KERABAT,5.0,3,Coffee shop,-5.1198996,119.4142196,"Jalan Tarakan, Malimongan, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90172, Indonesia",Malimongan,Wajo,Makassar,4.478662608709263
1297,Joy Coffee,5.0,3,Coffee shop,-5.1559508,119.4089754,"Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Panambungan,Mariso,Makassar,4.478662608709263
1234,Malea cafe,5.0,3,Cafe,-5.1538374,119.4753533,"Bitoa, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Bitoa,Manggala,Makassar,4.478662608709263
551,OH COFFEE MAKASSAR,5.0,3,Coffee shop,-5.1673709,119.4137021,"Jalan A. Manggerangi, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Bongaya,Tamalate,Makassar,4.478662608709263
935,NR Coffee Shop,5.0,3,Coffee shop,-5.1139007,119.5159517,"Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Berua,Biringkanaya,Makassar,4.478662608709263
1136,warkop pojok t11,4.5,73,Cafe,-5.1572834,119.4210319,"Jalan Onta Lama, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mandala,Mamajang,Makassar,4.478627040104448
1188,Point Coffee,4.5,71,Coffee shop,-5.1511731,119.4604928,"Indomart, Jalan Batua Raya, Batua, Bonto Bila, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Bonto Bila,Manggala,Makassar,4.478386143428878
897,Warkop Taman Kopi,4.5,70,Cafe,-5.0830328,119.520431,"Jalan Perintis Kemerdekaan, Batu Tambung, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.478263647172845
362,Alternative Coffe & Space,4.5,66,Cafe,-5.1342035,119.4801736,"BTN Asal Mula, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.477759455157625
147,OCTAGRAM COFFEE,4.6,12,Coffee shop,-5.171398,119.4526077,"Permata Hijau Permai, Kassiʼ-Kassiʼ, Kassi-Kassi, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Kassi-Kassi,Rappocini,Makassar,4.477751101734777
1055,Miraza Coffee Roasters,4.5,64,Coffee shop,-5.1570846,119.439595,"Miraza Homestay, Pengayoman Blok F-11, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Masale,Panakkukang,Makassar,4.477498484875575
1078,Rumah Kopi Maraja,4.5,60,Coffee shop,-5.1571504,119.423397,"Jalan Veteran Selatan, Mandala, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Mandala,Mamajang,Makassar,4.476957729431685
473,Coffee by BaDjua,4.5,60,Cafe,-5.1777993,119.4367929,"Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.476957729431685
161,KOPI BUNG !,4.6,11,Coffee shop,-5.1685318,119.4389143,"Jalan Mapala, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Tidung,Rappocini,Makassar,4.476710198686233
775,Kopi M by Merry Riana,4.6,11,Coffee shop,-5.130272,119.411252,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar,4.476710198686233
1285,Crematology X Makassar,4.5,58,Coffee shop,-5.1521777,119.4041426,"Phinisi Point, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.47667748661226
622,COFFEE F3,4.7,6,Coffee shop,-5.1368263,119.4147738,"Jalan Buntu Terpedo, Pisang Utara, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90115, Indonesia",Pisang Utara,Ujung Pandang,Makassar,4.476563913827099
1185,Kopi Mei,4.8,4,Coffee shop,-5.1612081,119.4773667,"Jalan Muhammad Paleo Raya, Pannaraʼ, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Antang,Manggala,Makassar,4.476139520181867
254,Pohon kopi,4.8,4,Espresso bar,-5.129611,119.4303832,"Jalan Pongtiku, La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90152, Indonesia",La'latang,Tallo,Makassar,4.476139520181867
614,Dafarez Coffee,4.8,4,Coffee shop,-5.146918,119.409728,"Jalan Kelapa, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.476139520181867
1338,Eko Warkop21,4.8,4,Cafe,-5.1695136,119.4066067,"Jalan Tanjung Raya 6, Sambung Jawa, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Sambung Jawa,Mamajang,Makassar,4.476139520181867
981,Kopi Ticer,4.8,4,Coffee shop,-5.1262267,119.4198176,"Jalan Bandang Lorong V, Bontoala Tua, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Bontoala Tua,Bontoala,Makassar,4.476139520181867
535,Halu kopi indonesia,4.8,4,Coffee shop,-5.177216,119.4287104,"Jalan Manuruki 8, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar,4.476139520181867
578,Kopi Ujung PIPO,4.8,4,Coffee shop,-5.1528431,119.4036574,"The Rinra Hotel, Jalan Metro Tanjung Bunga, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Lette,Mariso,Makassar,4.476139520181867
874,KOPI KILO,4.8,4,Coffee shop,-5.101315,119.5245991,"Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar,4.476139520181867
499,Warkop Laskar Tamalate 77,4.8,4,Coffee shop,-5.1703605,119.4459914,"Jalan Tamalate Raya, Panakkukang Permai, Mappala, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Mappala,Rappocini,Makassar,4.476139520181867
170,Kedai Anjari,4.8,4,Coffee shop,-5.1570881,119.4328806,"Buakana, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Buakana,Rappocini,Makassar,4.476139520181867
482,Kopi Kocak,4.6,10,Coffee shop,-5.1767282,119.4295464,"Jalan Mannuruki 4, Bonto Maeoʼ, Mannuruki, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90235, Indonesia",Mannuruki,Tamalate,Makassar,4.475651417623051
577,Kobass Coffee Makassar,4.5,51,Cafe,-5.1317645,119.4049899,"Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Bulogading,Ujung Pandang,Makassar,4.475640568614629
384,Kopi Ogud Perintis,4.5,50,Coffee shop,-5.1406671,119.4825368,"Parkiran STIMIK Dipanegara, Jalan Perintis Kemerdekaan, Tamalanrea Indah, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Indah,Tamalanrea,Makassar,4.475484862612888
359,Point Coffee,4.5,48,Coffee shop,-5.1278935,119.4999398,"SMS FINANCE, Jalan Perintis Kemerdekaan, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.475167401622519
921,Esteh Indonesia Sudiang Makassar,4.5,47,Cafe,-5.1074917,119.5213141,"Pa'jaiang, Sudiang Raya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Sudiang Raya,Biringkanaya,Makassar,4.475005567791501
433,WAKTU LUANG KOPI,4.5,46,Cafe,-5.1347373,119.5065519,"Jalan Kebahagiaan Utara, Bumi Tamalanrea Permai, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Tamalanrea,Tamalanrea,Makassar,4.47484161078438
986,Setia Coffee,4.5,45,Coffee shop,-5.1545608,119.440528,"BAKSO SALEMO, 20, Jalan Topaz Raya, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 92300, Indonesia",Masale,Panakkukang,Makassar,4.474675488542807
1332,Warkop Max Zone,4.6,9,Coffee shop,-5.155844,119.410836,"Jalan Rajawali, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Panambungan,Mariso,Makassar,4.474574293960136
458,Kopi Padu Rasa Mallengkeri,4.6,9,Coffee shop,-5.1880155,119.4364849,"Jalan Mallengkeri, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.474574293960136
1114,Excelso,4.5,43,Coffee shop,-5.1531734,119.4173528,"Jalan Mawas, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Mamajang Luar,Mamajang,Makassar,4.474336574494302
1087,Kopikost Andi Djemma,4.5,43,Coffee shop,-5.1631856,119.4219835,"Bonto Lebang, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Lebang,Mamajang,Makassar,4.474336574494302
297,Rumah kopi Mallangngere RR,5.0,2,Restaurant,-5.1226225,119.4649263,"Pemukiman, Lakkang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90232, Indonesia",Lakkang,Tallo,Makassar,4.473855220560408
317,Warkop Daeng Ali Pongtiku,5.0,2,Coffee shop,-5.1252203,119.4319662,"La'latang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",La'latang,Tallo,Makassar,4.473855220560408
287,Warkop GATSU 231,5.0,2,Coffee shop,-5.1181983,119.435267,"Ujung Pandang Baru, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Ujung Pandang Baru,Tallo,Makassar,4.473855220560408
651,Kopi Amanat,5.0,2,Coffee shop,-5.1481712,119.4126076,"RSIA Amanat Makassar, Jalan Manggis, Losari, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Losari,Ujung Pandang,Makassar,4.473855220560408
1086,KOPI MERDEKA,5.0,2,Coffee shop,-5.1609991,119.4210578,"Pandora Board Game, 94, Jalan Serigala, Mamajang Dalam, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Mamajang Dalam,Mamajang,Makassar,4.473855220560408
263,Istana juice & Coffee,5.0,2,Cafe,-5.1037454,119.4460711,"Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90244, Indonesia",Tallo,Tallo,Makassar,4.473855220560408
266,Kebab Caca,5.0,2,Coffee shop,-5.1068398,119.4388891,"Jalan Sultan Abdullah 1, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Tallo,Tallo,Makassar,4.473855220560408
687,Olladrink pasar cidu,5.0,2,Coffee shop,-5.120624,119.4204806,"Jalan Tinumbu, Layang, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Layang,Bontoala,Makassar,4.473855220560408
211,ES Coklat Mantap Rappocini,5.0,2,Coffee shop,-5.1568401,119.4318781,"RM.Sabar Menanti, Jalan Buakana, Benteng, Buakana, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90111, Indonesia",Buakana,Rappocini,Makassar,4.473855220560408
271,Kedai Daffa,5.0,2,Coffee shop,-5.1243342,119.4427865,"Rappokalling, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90216, Indonesia",Rappokalling,Tallo,Makassar,4.473855220560408
1134,Moko Kopi,5.0,2,Coffee shop,-5.1595015,119.4185437,"Jalan Badak, Bonto Biraeng, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90132, Indonesia",Bonto Biraeng,Mamajang,Makassar,4.473855220560408
673,MGP NONGKS,5.0,2,Coffee shop,-5.1120146,119.4200033,"Jalan Sabutung, Gusung, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90165, Indonesia",Gusung,Ujung Tanah,Makassar,4.473855220560408
641,Dasar Kopi,5.0,2,Coffee shop,-5.1473175,119.4133524,"Jalan Arief Rate, Mangkura, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Mangkura,Ujung Pandang,Makassar,4.473855220560408
695,MNF,5.0,2,Coffee shop,-5.112226,119.4287618,"Camba Berua, Ujung Tanah, Makassar, Sulawesi Selatan, Sulawesi, 90163, Indonesia",Camba Berua,Ujung Tanah,Makassar,4.473855220560408
1298,kopi tiao,5.0,2,Cafe,-5.1569061,119.4104199,"Jalan Rajawali II, Lette, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Lette,Mariso,Makassar,4.473855220560408
1009,KOPI OG,5.0,2,Coffee shop,-5.1321325,119.4273338,"Jalan Sunu, Timungan Lompoa, Bontoala, Makassar, Sulawesi Selatan, Sulawesi, 90151, Indonesia",Timungan Lompoa,Bontoala,Makassar,4.473855220560408
799,Laupa Coffee & Drink Box,5.0,2,Coffee shop,-5.1269909,119.4140305,"Jalan Pangeran Diponegoro, Ende, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90156, Indonesia",Ende,Wajo,Makassar,4.473855220560408
548,Kamsia Boba Tamalate,5.0,2,Coffee shop,-5.1721769,119.4454583,"indomaret, Jalan Tidung 5, Panakkukang Permai, Bonto Makkio, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Bonto Makkio,Rappocini,Makassar,4.473855220560408
1235,Derek Coffee Shop,5.0,2,Coffee shop,-5.1744859,119.4784163,"SMP Negeri 19 Makassar, Jalan Tamangapa Raya 3, Bangkalaʼ, Dampang Bira, Bangkala, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 92114, Indonesia",Bangkala,Manggala,Makassar,4.473855220560408
809,waroeng kopi tiga #kp3,5.0,2,Cafe,-5.1319,119.4107519,"Jalan Serui, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Pattunuang,Wajo,Makassar,4.473855220560408
1241,Kopi Sambar,5.0,2,Coffee stand,-5.1543628,119.4791927,"Jalan Dokter Leimena, Pandang, Tello Baru, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Tello Baru,Panakkukang,Makassar,4.473855220560408
76,Mall Panakkukang,5.0,2,Coffee shop,-5.1578711,119.4466995,"Pizza Hut Restoran - Panakkukang Mall Makassar, Jalan Adhyaksa, Masale, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90231, Indonesia",Masale,Panakkukang,Makassar,4.473855220560408
1206,Just coffee,5.0,2,Coffee shop,-5.1669539,119.4538851,"Jalan Toddopuli VI Setapak 1, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.473855220560408
1250,Kopi Sejoli,5.0,2,Cafe,-5.1595543,119.4612056,"Jalan Batua Raya XIV, Batua, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Batua,Manggala,Makassar,4.473855220560408
309,KOPI 237,5.0,2,Cafe,-5.116645,119.4223077,"Setapak I, Pannampu, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90213, Indonesia",Pannampu,Tallo,Makassar,4.473855220560408
1216,Jurnal Warung Kopi Jl. Kabila Barat No.19,5.0,2,Cafe,-5.155169,119.4865414,"Jalan Kabila Barat, Bukit Baruga, Bukit Batu, Antang, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Antang,Manggala,Makassar,4.473855220560408
519,Bakmi & kopi koju,5.0,2,Coffee shop,-5.1818746,119.4158379,"Jalan Abdul Kadir, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar,4.473855220560408
95,Teduh coffee Makassar,5.0,2,Coffee shop,-5.1619317,119.4542951,"Kompleks Pertokoan Toddoppuli Panakkukang Mas, Paropo, Panakkukang, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Paropo,Panakkukang,Makassar,4.473855220560408
421,Kopi Temu Sahabat,5.0,2,Coffee shop,-5.1422941,119.4805465,"Komplek Hartako Permai, Tamalanrea Jaya, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90135, Indonesia",Tamalanrea Jaya,Tamalanrea,Makassar,4.473855220560408
440,Senandung Kopi,5.0,2,Coffee shop,-5.1382967,119.5179708,"Jalan Tamalanrea Raya, Bumi Tamalanrea Permai, Buntusu, Tamalanrea, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Buntusu,Tamalanrea,Makassar,4.473855220560408
460,T-Kopi,5.0,2,Coffee shop,-5.1814564,119.4105391,"Jalan Tanggul Patompo, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar,4.473855220560408
484,Ruang Kopi 4.0,5.0,2,Coffee shop,-5.181946,119.4155442,"Jalan Abdul Kadir, Bonto Tannga, Balang Baru, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90224, Indonesia",Balang Baru,Tamalate,Makassar,4.473855220560408
523,Kopi Gufa,5.0,2,Coffee shop,-5.1710288,119.4135134,"Baji Gau Hotel, Jalan Baji Iman, Bongaya, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Bongaya,Tamalate,Makassar,4.473855220560408
924,Carperin daya,5.0,2,Coffee shop,-5.1130612,119.5112851,"Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.473855220560408
1286,kopi tiam oey makassar,5.0,2,Coffee shop,-5.1530809,119.4085051,"Jalan Rajawali Lorong 4, Panambungan, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90113, Indonesia",Panambungan,Mariso,Makassar,4.473855220560408
859,Kopi Kaia,5.0,2,Coffee shop,-5.0942323,119.5123904,"KFC Perintis, Jalan Perintis Kemerdekaan, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Pai,Biringkanaya,Makassar,4.473855220560408
120,KOPIMOLAGI,5.0,2,Coffee shop,-5.1727719,119.442152,"Jalan Monumen Emmy Saelan, Perumnas Tamalate, Bonto Teʼne, Tidung, Rappocini, Makassar, Sulawesi Selatan, Sulawesi, 90222, Indonesia",Tidung,Rappocini,Makassar,4.473855220560408
1224,"KOPI DISKUSI ""Ada Diskusi Ada Kopi""",5.0,2,Coffee shop,-5.1626894,119.4557195,"Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.473855220560408
918,KOPI DAENGta,5.0,2,Coffee shop,-5.0929061,119.512119,"Jalan Batara Bira, Pangandongang, Pai, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90155, Indonesia",Pai,Biringkanaya,Makassar,4.473855220560408
505,Literasi Kopi,5.0,2,Coffee shop,-5.1847617,119.43444,"Jalan Muhajirin II, Bonto Manaik, Mangasa, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 92221, Indonesia",Mangasa,Tamalate,Makassar,4.473855220560408
1229,Like Coffee,5.0,2,Coffee shop,-5.1644472,119.4564589,"Jalan Toddopuli X, Panakkukang Permai, Borong, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90233, Indonesia",Borong,Manggala,Makassar,4.473855220560408
913,Kedai Whdy Coffee Shop,5.0,2,Coffee shop,-5.1138176,119.5162068,"Jalan Paccerakkang, Balang Turungang, Berua, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90242, Indonesia",Berua,Biringkanaya,Makassar,4.473855220560408
1322,Kedai Kopi Ali,5.0,2,Coffee shop,-5.163947,119.4097701,"Twinsangel House, 59/15, Jalan Hati Murni, Tamarunang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Tamarunang,Mariso,Makassar,4.473855220560408
893,Warkopna Tetta,5.0,2,Coffee shop,-5.112716,119.5104116,"Jalan Kapasa Raya, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90241, Indonesia",Daya,Biringkanaya,Makassar,4.473855220560408
1167,Tentang Kita coklat manggala,5.0,2,Coffee shop,-5.167817,119.4913398,"Jalan Bitowa Raya, Manggala, Makassar, Sulawesi Selatan, Sulawesi, 90234, Indonesia",Manggala,Manggala,Makassar,4.473855220560408
1339,Warkop Baji Minasa,5.0,2,Coffee shop,-5.1667584,119.4084149,"Tamarunang, Mariso, Makassar, Sulawesi Selatan, Sulawesi, 90126, Indonesia",Tamarunang,Mariso,Makassar,4.473855220560408
253,AMORE KOPI,4.6,8,Coffee shop,-5.1282077,119.4305606,"Kalukuang, Tallo, Makassar, Sulawesi Selatan, Sulawesi, 90215, Indonesia",Kalukuang,Tallo,Makassar,4.4734783468745505
781,Kofie Pandawa,4.6,8,Coffee shop,-5.1292954,119.4087022,"Jalan Bali, Pattunuang, Wajo, Makassar, Sulawesi Selatan, Sulawesi, 90174, Indonesia",Pattunuang,Wajo,Makassar,4.4734783468745505
